id,value
id_0,8.51388745706
id_1,7.60363252044
id_2,13.1985453836
id_3,15.3420321686
id_4,5.08436266945
id_5,9.397150395
id_6,19.2164694854
id_7,8.18517727069
id_8,9.2149882873
id_9,7.62565750425
id_10,16.1051683262
id_11,14.5404707011
id_12,15.1224440776
id_13,8.21816810117
id_14,6.88541712011
id_15,8.40631733876
id_16,15.5029207919
id_17,7.43813987787
id_18,6.79959214117
id_19,4.92437581615
id_20,8.87751659549
id_21,12.7026118699
id_22,19.2723504584
id_23,10.8782725816
id_24,19.9458491876
id_25,10.2014698147
id_26,16.5642858415
id_27,9.30048749832
id_28,15.8122767902
id_29,9.58460719537
id_30,8.65753076967
id_31,7.88201857147
id_32,11.1651296526
id_33,8.53179144421
id_34,11.4314341294
id_35,17.7589732454
id_36,16.6432636516
id_37,18.4824562795
id_38,11.0847285182
id_39,14.9629014453
id_40,16.4766379803
id_41,13.7534502441
id_42,12.5006380029
id_43,13.2352756654
id_44,14.8878890696
id_45,16.1890234225
id_46,13.9046227217
id_47,12.5745382471
id_48,9.66368452971
id_49,13.9635344623
id_50,9.94796377218
id_51,12.7016671683
id_52,16.3883285382
id_53,11.245622924
id_54,19.5811417564
id_55,14.1354188002
id_56,14.6267614524
id_57,8.56969875289
id_58,16.9440780163
id_59,19.3950859612
id_60,10.437613776
id_61,18.0744884654
id_62,16.8035233329
id_63,18.1345125527
id_64,13.8250889707
id_65,12.3227714114
id_66,21.327399187
id_67,17.5382283966
id_68,13.5303923563
id_69,15.9859516847
id_70,16.094125262
id_71,17.7455886254
id_72,17.7518652442
id_73,13.1322222695
id_74,15.0747400813
id_75,13.1727070285
id_76,15.7076594915
id_77,10.1146788741
id_78,16.1515845559
id_79,12.2946607084
id_80,9.25906177293
id_81,13.2931832947
id_82,11.2945089359
id_83,18.2161757475
id_84,12.3676968816
id_85,10.6250773676
id_86,13.0053610993
id_87,13.8613131489
id_88,13.0488906401
id_89,12.9323747348
id_90,13.9301276122
id_91,10.2859444864
id_92,14.6728287596
id_93,10.952907421
id_94,15.2133575857
id_95,15.5290781226
id_96,14.7368829783
id_97,11.7940609482
id_98,11.564182158
id_99,13.1975467278
id_100,12.0177761113
id_101,14.9581687686
id_102,14.274955889
id_103,12.6262097883
id_104,8.58266712109
id_105,12.9293076967
id_106,14.3632645606
id_107,13.3766024875
id_108,14.1734778583
id_109,12.1209121073
id_110,9.20055837856
id_111,10.3013058884
id_112,13.3777074539
id_113,14.4977238535
id_114,10.5470924072
id_115,13.1067792392
id_116,12.3967947878
id_117,13.5325882896
id_118,20.5555667336
id_119,10.9945706346
id_120,12.1767624105
id_121,12.980580414
id_122,11.1585305117
id_123,12.3236765983
id_124,13.9246650999
id_125,9.7018321575
id_126,14.4524011692
id_127,9.46535898171
id_128,9.02838680389
id_129,12.5236965686
id_130,12.1517641917
id_131,11.7211828526
id_132,15.2410221476
id_133,10.0387443754
id_134,12.5934726541
id_135,9.83067330786
id_136,11.2558335525
id_137,11.6475801207
id_138,10.846774123
id_139,10.6400262378
id_140,13.6061127336
id_141,6.72416666768
id_142,9.10010376415
id_143,11.8474382394
id_144,10.9513054835
id_145,8.44633739899
id_146,14.1138963635
id_147,12.2551602215
id_148,16.872418016
id_149,17.8655937767
id_150,14.4054501279
id_151,20.2724579368
id_152,15.3643765965
id_153,9.03825817061
id_154,15.7788382949
id_155,15.8065219806
id_156,11.8722861301
id_157,10.2719630431
id_158,11.1349151203
id_159,13.6162942804
id_160,17.7274026665
id_161,8.77055781215
id_162,11.0631092179
id_163,9.21932631667
id_164,8.4113745135
id_165,14.5935145001
id_166,13.3500042777
id_167,14.4242771441
id_168,19.7981887275
id_169,18.2713577399
id_170,11.2340660922
id_171,12.6206541297
id_172,15.4371550257
id_173,9.21961280697
id_174,18.1666340717
id_175,14.3674471135
id_176,10.2393107716
id_177,16.4955577227
id_178,15.5354722948
id_179,16.8583871119
id_180,9.0926728459
id_181,10.2293584145
id_182,17.1504597865
id_183,13.2937378404
id_184,5.56038304403
id_185,9.22773227763
id_186,13.6335169466
id_187,10.1089994533
id_188,11.9218422039
id_189,9.351219565
id_190,7.23554718247
id_191,5.74367478686
id_192,9.57570607771
id_193,14.704533763
id_194,14.6276031597
id_195,12.0293989688
id_196,18.6491882971
id_197,6.28781823805
id_198,12.8516503187
id_199,18.5693994689
id_200,15.9581591311
id_201,12.6415428841
id_202,12.4314232417
id_203,6.26365864845
id_204,19.4678060088
id_205,11.7043335448
id_206,6.63827606412
id_207,11.0263351344
id_208,16.910266
id_209,7.89930195397
id_210,8.91307840021
id_211,17.6723825873
id_212,8.42786369421
id_213,10.775400187
id_214,12.2356552833
id_215,21.1048580615
id_216,14.1478445239
id_217,15.4815324948
id_218,13.2704688467
id_219,9.64885480192
id_220,7.62645477679
id_221,18.4811492863
id_222,7.51910141158
id_223,14.0739048196
id_224,6.18073846453
id_225,7.4544566923
id_226,7.87574314688
id_227,9.84198572876
id_228,10.5060107988
id_229,7.25311457326
id_230,8.84802965597
id_231,11.0219999929
id_232,11.0417070501
id_233,8.30772285146
id_234,10.6963142318
id_235,14.3125310082
id_236,7.7515973538
id_237,7.62647624136
id_238,8.29149412387
id_239,8.95461626625
