id,value
id_0,28.2350598148
id_1,26.946347652
id_2,41.0918579377
id_3,51.3318791815
id_4,16.7766045633
id_5,31.7165825977
id_6,61.6751336784
id_7,27.113985513
id_8,32.6031490589
id_9,24.2344473805
id_10,53.0193232741
id_11,45.6672117853
id_12,50.4634841726
id_13,27.0651746998
id_14,24.819558782
id_15,27.896531655
id_16,48.7989629087
id_17,26.3652934405
id_18,22.202519405
id_19,16.8707536758
id_20,28.7734582897
id_21,39.5760887239
id_22,61.5526447328
id_23,37.9307395866
id_24,65.0384725336
id_25,32.5147280632
id_26,53.4772480613
id_27,31.3160549699
id_28,49.1208520263
id_29,30.8221944307
id_30,28.1904652301
id_31,25.3772278511
id_32,37.6528686281
id_33,28.9273418696
id_34,38.5056318227
id_35,55.9652960075
id_36,53.2929370843
id_37,59.1270562257
id_38,34.6155301038
id_39,46.8189832315
id_40,51.2222331418
id_41,44.8608258104
id_42,40.4028809788
id_43,44.4269535129
id_44,46.2426329744
id_45,51.663404429
id_46,47.4663231445
id_47,40.8809714788
id_48,31.62885205
id_49,43.6650376657
id_50,33.7627753241
id_51,42.4264287016
id_52,51.4472820405
id_53,37.6948894735
id_54,62.9213743345
id_55,44.9490519182
id_56,48.784478539
id_57,28.5305008517
id_58,53.9259668312
id_59,62.3056758535
id_60,32.7127282906
id_61,58.0400735569
id_62,52.8645307917
id_63,59.1707811772
id_64,44.6319670835
id_65,40.0949514891
id_66,68.4845655773
id_67,57.5299304933
id_68,44.8477024334
id_69,52.8925213603
id_70,53.261620066
id_71,57.635522546
id_72,57.6371198823
id_73,40.0427201156
id_74,49.1436252662
id_75,45.4934464452
id_76,51.4886204458
id_77,33.7565855863
id_78,52.3358845223
id_79,40.6934024409
id_80,30.0651032003
id_81,42.8136446819
id_82,36.3711015669
id_83,57.3379460106
id_84,40.6262625341
id_85,34.3345161274
id_86,41.0998394132
id_87,44.6551022405
id_88,42.1449912975
id_89,41.7251056775
id_90,43.3033106439
id_91,32.8592610387
id_92,47.4013368979
id_93,34.7456739494
id_94,48.3612543918
id_95,50.6121474738
id_96,46.9055166682
id_97,37.536168178
id_98,36.8577383356
id_99,42.1077706007
id_100,39.1995178212
id_101,47.0401976345
id_102,45.9170109922
id_103,40.1614697207
id_104,28.222046174
id_105,41.4163488449
id_106,46.3315905032
id_107,43.148000052
id_108,44.8304036179
id_109,38.7339304291
id_110,30.3287157683
id_111,34.173323957
id_112,42.7759330331
id_113,46.8164219698
id_114,35.1767955005
id_115,41.9107066407
id_116,40.0183702359
id_117,43.4251947646
id_118,65.8739779186
id_119,35.6357548361
id_120,38.6633042573
id_121,41.3354943885
id_122,36.6102981171
id_123,39.4188601339
id_124,44.4595627012
id_125,32.4042242143
id_126,46.0826257151
id_127,31.1124548526
id_128,30.1702053537
id_129,39.9622411094
id_130,38.7442775148
id_131,37.7478782282
id_132,50.0790985602
id_133,35.1969496436
id_134,40.9873790811
id_135,32.5413561829
id_136,37.4974453924
id_137,38.0946710899
id_138,35.4006149287
id_139,35.0507381866
id_140,42.5479514171
id_141,22.7700402439
id_142,29.671577376
id_143,39.388219799
id_144,37.0718158534
id_145,27.4378230626
id_146,47.1084045925
id_147,40.562698275
id_148,52.5567675161
id_149,55.8325977767
id_150,44.7167547754
id_151,64.3217192117
id_152,50.1670730847
id_153,29.1324221655
id_154,49.2299436481
id_155,48.9663226912
id_156,37.1542243852
id_157,33.009962383
id_158,37.0434800369
id_159,42.0163552021
id_160,56.3698829298
id_161,29.1198154301
id_162,36.8477703177
id_163,30.1594072735
id_164,27.9689933553
id_165,48.4585411443
id_166,43.1250720915
id_167,45.8372594313
id_168,63.9779660354
id_169,58.0778220539
id_170,37.4274954892
id_171,41.40214105
id_172,49.0721875311
id_173,29.722394438
id_174,59.9762949693
id_175,45.5504578868
id_176,33.5487907304
id_177,55.2079996619
id_178,51.1541017656
id_179,53.6829310039
id_180,30.472147357
id_181,32.824696433
id_182,56.5624627199
id_183,42.8033981893
id_184,18.4738389404
id_185,30.9197021996
id_186,46.1682266688
id_187,31.640496013
id_188,40.2672061781
id_189,29.6554997993
id_190,23.620319755
id_191,19.0286407645
id_192,31.5459855219
id_193,50.8493101975
id_194,45.7536690994
id_195,37.2669306229
id_196,59.950661385
id_197,20.7931495688
id_198,39.7931348758
id_199,60.3008356354
id_200,50.1504909195
id_201,43.0591521103
id_202,39.245700142
id_203,21.1435958198
id_204,62.7902375766
id_205,35.9166700248
id_206,21.7321251084
id_207,37.4666059174
id_208,52.7066601618
id_209,27.4937735252
id_210,29.7156975031
id_211,59.5905148579
id_212,28.1998160783
id_213,39.3056685946
id_214,38.601316479
id_215,69.4241422453
id_216,44.8102106414
id_217,52.3266191765
id_218,41.4263403031
id_219,33.572731644
id_220,26.3371666759
id_221,61.0802718367
id_222,25.0635155429
id_223,46.5958148665
id_224,22.5794326135
id_225,24.4082610828
id_226,26.5679782754
id_227,32.4953623895
id_228,33.4240056589
id_229,23.5630170336
id_230,30.3390146556
id_231,35.565856022
id_232,36.846955577
id_233,27.4739187805
id_234,34.350367102
id_235,43.9124548797
id_236,25.0045191205
id_237,24.8835749554
id_238,27.3164501803
id_239,28.5945992332
