id,value
id_0,-3.71414904247e+16
id_1,-3.18574100452e+16
id_2,-5.97547920954e+16
id_3,-6.64998624332e+16
id_4,-2.22518910304e+16
id_5,-4.05534123054e+16
id_6,-8.54513562731e+16
id_7,-3.57291194275e+16
id_8,-3.8641436349e+16
id_9,-3.41387717936e+16
id_10,-7.04915806604e+16
id_11,-6.55138914544e+16
id_12,-6.56504110636e+16
id_13,-3.6006159585e+16
id_14,-2.84993453088e+16
id_15,-3.66420660166e+16
id_16,-6.97620752909e+16
id_17,-3.11186437076e+16
id_18,-2.99361481667e+16
id_19,-2.10645510787e+16
id_20,-3.92423292998e+16
id_21,-5.7498657809e+16
id_22,-8.59523132641e+16
id_23,-4.59774109639e+16
id_24,-8.78657218718e+16
id_25,-4.55626086219e+16
id_26,-7.33279198351e+16
id_27,-4.01569368166e+16
id_28,-7.165903291e+16
id_29,-4.25811491703e+16
id_30,-3.81744523671e+16
id_31,-3.49816152689e+16
id_32,-4.81568124298e+16
id_33,-3.67316545335e+16
id_34,-4.93541265472e+16
id_35,-7.98247434374e+16
id_36,-7.40890202801e+16
id_37,-8.22958405436e+16
id_38,-5.00904026182e+16
id_39,-6.75476004886e+16
id_40,-7.45921336002e+16
id_41,-6.05994038784e+16
id_42,-5.5423958701e+16
id_43,-5.72414590998e+16
id_44,-6.74587912446e+16
id_45,-7.22812776805e+16
id_46,-5.95291052561e+16
id_47,-5.55344025809e+16
id_48,-4.2494974372e+16
id_49,-6.30374416197e+16
id_50,-4.27868275857e+16
id_51,-5.50903220457e+16
id_52,-7.37967916942e+16
id_53,-4.86808524494e+16
id_54,-8.69805343316e+16
id_55,-6.32320250868e+16
id_56,-6.35093846518e+16
id_57,-3.72980603906e+16
id_58,-7.56897697905e+16
id_59,-8.62283150084e+16
id_60,-4.70462052606e+16
id_61,-8.03564377675e+16
id_62,-7.56096820442e+16
id_63,-7.9844698196e+16
id_64,-6.12790824271e+16
id_65,-5.43805062178e+16
id_66,-9.48057381744e+16
id_67,-7.69526100371e+16
id_68,-5.90099316486e+16
id_69,-6.97717728016e+16
id_70,-7.02862315158e+16
id_71,-7.8408974124e+16
id_72,-7.84001181907e+16
id_73,-6.01037408375e+16
id_74,-6.63567682159e+16
id_75,-5.59719873009e+16
id_76,-6.90078386894e+16
id_77,-4.38884600881e+16
id_78,-7.14589203137e+16
id_79,-5.37153631947e+16
id_80,-4.09039857492e+16
id_81,-5.89798905996e+16
id_82,-5.00950926255e+16
id_83,-8.19101071397e+16
id_84,-5.42270658037e+16
id_85,-4.70511435104e+16
id_86,-5.8330205931e+16
id_87,-6.14728162484e+16
id_88,-5.78121695561e+16
id_89,-5.73170747349e+16
id_90,-6.31122626269e+16
id_91,-4.58687329274e+16
id_92,-6.49747780697e+16
id_93,-4.90504282486e+16
id_94,-6.80293103087e+16
id_95,-6.84072039204e+16
id_96,-6.58230149641e+16
id_97,-5.26692915942e+16
id_98,-5.16119695051e+16
id_99,-5.88731572525e+16
id_100,-5.28993346717e+16
id_101,-6.72970261894e+16
id_102,-6.33742116676e+16
id_103,-5.64228160089e+16
id_104,-3.76321577732e+16
id_105,-5.75550601847e+16
id_106,-6.36598745453e+16
id_107,-5.92940125491e+16
id_108,-6.3554632424e+16
id_109,-5.40235809595e+16
id_110,-4.02751904055e+16
id_111,-4.48668108811e+16
id_112,-5.96016351619e+16
id_113,-6.42124451786e+16
id_114,-4.58343087745e+16
id_115,-5.83884132156e+16
id_116,-5.49331386174e+16
id_117,-6.01818169827e+16
id_118,-9.14744314103e+16
id_119,-4.85924723121e+16
id_120,-5.44651894004e+16
id_121,-5.79638417779e+16
id_122,-4.89387664817e+16
id_123,-5.48808166488e+16
id_124,-6.20857706073e+16
id_125,-4.21304393923e+16
id_126,-6.45370913417e+16
id_127,-4.14774998795e+16
id_128,-3.91608086821e+16
id_129,-5.58578315177e+16
id_130,-5.42194583516e+16
id_131,-5.20277919276e+16
id_132,-6.68052300862e+16
id_133,-4.22813609753e+16
id_134,-5.55515826092e+16
id_135,-4.29114855499e+16
id_136,-4.88905138331e+16
id_137,-5.12180649234e+16
id_138,-4.78125255358e+16
id_139,-4.66345041049e+16
id_140,-6.14475687371e+16
id_141,-2.89298093257e+16
id_142,-4.010272366e+16
id_143,-5.15313132381e+16
id_144,-4.7105352473e+16
id_145,-3.72921311438e+16
id_146,-6.12471639114e+16
id_147,-5.34449261433e+16
id_148,-7.63001440787e+16
id_149,-8.06331162988e+16
id_150,-6.53024185776e+16
id_151,-9.07084710822e+16
id_152,-6.75527512597e+16
id_153,-4.00837875096e+16
id_154,-7.13212303982e+16
id_155,-7.17422543057e+16
id_156,-5.35767762262e+16
id_157,-4.56624379144e+16
id_158,-4.84188279228e+16
id_159,-6.19374508633e+16
id_160,-7.92959545428e+16
id_161,-3.82382990275e+16
id_162,-4.81885371545e+16
id_163,-4.05351244754e+16
id_164,-3.66489941114e+16
id_165,-6.35165721048e+16
id_166,-5.91464178846e+16
id_167,-6.44723147134e+16
id_168,-8.77340738116e+16
id_169,-8.16558323338e+16
id_170,-4.88219041192e+16
id_171,-5.54853854531e+16
id_172,-6.89986649154e+16
id_173,-4.08832596751e+16
id_174,-7.94185260854e+16
id_175,-6.43179929359e+16
id_176,-4.49711910377e+16
id_177,-7.14924138804e+16
id_178,-6.79690739235e+16
id_179,-7.52991130854e+16
id_180,-3.94278168976e+16
id_181,-4.5528398142e+16
id_182,-7.50175005388e+16
id_183,-5.89458672796e+16
id_184,-2.42285741552e+16
id_185,-4.0016256455e+16
id_186,-5.86512824031e+16
id_187,-4.56451099895e+16
id_188,-5.13253603932e+16
id_189,-4.19046798187e+16
id_190,-3.18834937019e+16
id_191,-2.5059738873e+16
id_192,-4.19352483947e+16
id_193,-6.2463167669e+16
id_194,-6.60725212289e+16
id_195,-5.46260893246e+16
id_196,-8.29021234172e+16
id_197,-2.74604182115e+16
id_198,-5.83405811396e+16
id_199,-8.19753498984e+16
id_200,-7.18905098945e+16
id_201,-5.418967357e+16
id_202,-5.58673157905e+16
id_203,-2.70513231586e+16
