id,value
id_0,-143372.525203
id_1,-122948.437922
id_2,-230693.275175
id_3,-256700.18575
id_4,-85896.8643022
id_5,-156536.403213
id_6,-329882.997543
id_7,-137921.176354
id_8,-149131.718279
id_9,-131792.080765
id_10,-272119.944954
id_11,-252922.755619
id_12,-253423.070236
id_13,-138991.973409
id_14,-109984.218722
id_15,-141445.668216
id_16,-269322.014312
id_17,-120100.287952
id_18,-115563.170559
id_19,-81305.1563347
id_20,-151492.000979
id_21,-221982.338364
id_22,-331819.939543
id_23,-177457.621916
id_24,-339192.27159
id_25,-175895.172061
id_26,-283083.012189
id_27,-155010.214233
id_28,-276654.301066
id_29,-164382.556617
id_30,-147367.103311
id_31,-135045.347233
id_32,-185890.060832
id_33,-141781.163461
id_34,-190511.383649
id_35,-308171.758594
id_36,-286021.616887
id_37,-317707.034186
id_38,-193382.539977
id_39,-260776.997662
id_40,-287981.167108
id_41,-233932.994296
id_42,-213955.226629
id_43,-220960.676305
id_44,-260440.036043
id_45,-279039.519571
id_46,-229779.604165
id_47,-214380.379807
id_48,-164042.892299
id_49,-243366.950327
id_50,-165154.550977
id_51,-212660.377636
id_52,-284904.561216
id_53,-187916.121554
id_54,-335788.033494
id_55,-244107.960094
id_56,-245159.486474
id_57,-143975.434109
id_58,-292205.773168
id_59,-332879.631827
id_60,-181630.124506
id_61,-310213.463247
id_62,-291899.530508
id_63,-308229.211408
id_64,-236562.56178
id_65,-209926.992405
id_66,-365995.616051
id_67,-297062.500635
id_68,-227791.566919
id_69,-269336.941731
id_70,-271319.062627
id_71,-302684.907092
id_72,-302654.423256
id_73,-232052.405287
id_74,-256165.065158
id_75,-216042.886988
id_76,-266389.131782
id_77,-169419.692791
id_78,-275856.840452
id_79,-207350.393463
id_80,-157904.394044
id_81,-227690.048181
id_82,-193392.329702
id_83,-316225.248235
id_84,-209333.483405
id_85,-181638.23922
id_86,-225191.440917
id_87,-237314.936106
id_88,-223179.76074
id_89,-221270.142934
id_90,-243657.223173
id_91,-177077.075942
id_92,-250832.165629
id_93,-189361.781545
id_94,-262630.998742
id_95,-264077.837058
id_96,-254114.885592
id_97,-203334.944265
id_98,-199251.603028
id_99,-227282.762481
id_100,-204212.493405
id_101,-259810.034635
id_102,-244655.40236
id_103,-217824.694887
id_104,-145269.712705
id_105,-222191.503889
id_106,-245756.783132
id_107,-228902.094117
id_108,-245359.427142
id_109,-208559.950197
id_110,-155472.027618
id_111,-173198.619866
id_112,-230094.104752
id_113,-247889.691969
id_114,-176927.413759
id_115,-225410.795765
id_116,-212066.288752
id_117,-232330.942084
id_118,-353137.077854
id_119,-187587.836568
id_120,-210268.211249
id_121,-223773.613296
id_122,-188921.181575
id_123,-211870.045115
id_124,-239685.175529
id_125,-162628.733421
id_126,-249145.847242
id_127,-160116.623771
id_128,-151167.842984
id_129,-215642.408573
id_130,-209318.159881
id_131,-200850.091729
id_132,-257889.476485
id_133,-163189.286526
id_134,-214448.752206
id_135,-165648.422961
id_136,-188729.706873
id_137,-197718.417381
id_138,-184568.518832
id_139,-180017.421718
id_140,-237226.969302
id_141,-111670.651038
id_142,-154809.838543
id_143,-198924.414576
id_144,-181830.902702
id_145,-143962.066374
id_146,-236427.09144
id_147,-206313.976878
id_148,-294574.427539
id_149,-311301.711837
id_150,-252114.537386
id_151,-350189.629214
id_152,-260782.490182
id_153,-154741.948643
id_154,-275349.056053
id_155,-276977.144223
id_156,-206841.880579
id_157,-176277.277254
id_158,-186908.658276
id_159,-239125.391557
id_160,-306123.051964
id_161,-147605.672557
id_162,-186010.137644
id_163,-156478.86298
id_164,-141469.421432
id_165,-245191.376393
id_166,-228330.047383
id_167,-248902.414302
id_168,-338686.843127
id_169,-315240.594517
id_170,-188462.873765
id_171,-214183.640768
id_172,-266375.970308
id_173,-157828.20088
id_174,-306575.460092
id_175,-248306.744706
id_176,-173603.446113
id_177,-275971.282846
id_178,-262383.672131
id_179,-290696.21508
id_180,-152193.039488
id_181,-175759.336833
id_182,-289587.603714
id_183,-227561.783817
id_184,-93526.2216741
id_185,-154464.616381
id_186,-226397.065873
id_187,-176218.177957
id_188,-198123.432461
id_189,-161774.195146
id_190,-123079.183476
id_191,-96736.1333398
id_192,-161880.164375
id_193,-241093.967427
id_194,-255080.359791
id_195,-210894.354996
id_196,-320036.868505
id_197,-106004.058061
id_198,-225237.318115
id_199,-316458.311581
id_200,-277538.849715
id_201,-209171.525465
id_202,-215677.785037
id_203,-104416.529726
id_204,-333323.48455
id_205,-206233.333385
id_206,-112695.742747
id_207,-182785.033587
id_208,-295234.987286
id_209,-129089.687409
id_210,-149660.145329
id_211,-294423.559094
id_212,-141120.237279
id_213,-170763.064942
id_214,-212222.19781
id_215,-357195.144844
id_216,-245004.346193
id_217,-257530.899981
id_218,-231628.686508
id_219,-157719.751096
id_220,-125306.152244
id_221,-311920.475613
id_222,-126325.409226
id_223,-236891.389145
id_224,-97811.7753469
id_225,-126450.046255
id_226,-131295.287974
id_227,-166365.92809
id_228,-181448.784736
id_229,-123563.769282
id_230,-145772.306645
id_231,-188498.33675
id_232,-184948.34812
id_233,-140180.229997
id_234,-183417.631052
id_235,-252125.043894
id_236,-132685.258923
id_237,-129632.968158
id_238,-140237.963062
id_239,-154192.170892
