id,value
id_0,29.6640051499
id_1,28.3994514288
id_2,43.0331825351
id_3,53.9530049036
id_4,17.6212727317
id_5,33.3502365453
id_6,64.6903973806
id_7,28.4845940177
id_8,34.3586971911
id_9,25.4064927499
id_10,55.6822960618
id_11,47.8465502231
id_12,53.033422046
id_13,28.4251507754
id_14,26.1781772761
id_15,29.3092703388
id_16,51.1336943953
id_17,27.7872873589
id_18,23.3082310176
id_19,17.7524478366
id_20,30.1951729108
id_21,41.4473700784
id_22,64.5458300288
id_23,39.9461144544
id_24,68.2726964297
id_25,34.0922787802
id_26,56.1084145327
id_27,32.9252759371
id_28,51.4355122034
id_29,32.3323153126
id_30,29.5902490072
id_31,26.6221746675
id_32,39.5906732533
id_33,30.4240128988
id_34,40.4850347611
id_35,58.6463851574
id_36,55.8917940776
id_37,62.0074475327
id_38,36.2566449903
id_39,49.0437407452
id_40,53.6379371096
id_41,47.0924324088
id_42,42.393271614
id_43,46.7028545403
id_44,48.4212888051
id_45,54.1735098058
id_46,49.9383748732
id_47,42.9075615708
id_48,33.207905817
id_49,45.7384346068
id_50,35.5113212725
id_51,44.5891589953
id_52,53.9011175139
id_53,39.6232019642
id_54,66.0015815782
id_55,47.1243045664
id_56,51.2676244492
id_57,29.980096102
id_58,56.538037393
id_59,65.354848624
id_60,34.2700769567
id_61,60.8792362399
id_62,55.3922042281
id_63,62.115238616
id_64,46.8279048647
id_65,42.0842735729
id_66,71.834570027
id_67,60.4087043974
id_68,47.1161251877
id_69,55.56295572
id_70,55.9513173788
id_71,60.489671165
id_72,60.4903067133
id_73,41.8881193937
id_74,51.5867825914
id_75,47.8891117767
id_76,54.0632368558
id_77,35.4758885517
id_78,54.9211286003
id_79,42.7487302395
id_80,31.5535605144
id_81,44.9147355646
id_82,38.1557194491
id_83,60.0810674281
id_84,42.6621705244
id_85,36.0255600765
id_86,43.0749971968
id_87,46.8471646161
id_88,44.2195580261
id_89,43.7766819491
id_90,45.3454645352
id_91,34.457562446
id_92,49.7352256926
id_93,36.4226513121
id_94,50.7007650675
id_95,53.1276874381
id_96,49.1777511129
id_97,39.3543692988
id_98,38.6459502713
id_99,44.1530703744
id_100,41.1494598423
id_101,49.2883434633
id_102,48.1672732003
id_103,42.1056102903
id_104,29.6378834248
id_105,43.4368966532
id_106,48.609115491
id_107,45.268987567
id_108,46.9869742172
id_109,40.618642545
id_110,31.8541318909
id_111,35.9032822531
id_112,44.8586961853
id_113,49.120490588
id_114,36.9673045842
id_115,43.9513949045
id_116,41.9871634562
id_117,45.5478293349
id_118,69.0892305637
id_119,37.3965599177
id_120,40.5312274984
id_121,43.3389828186
id_122,38.442640276
id_123,41.3388634852
id_124,46.6207998704
id_125,34.0560048583
id_126,48.3194878662
id_127,32.672633692
id_128,31.7088621141
id_129,41.9035598072
id_130,40.6247539409
id_131,39.6002370849
id_132,52.5894536033
id_133,37.0765793448
id_134,43.0215783017
id_135,34.1850862217
id_136,39.4038052379
id_137,39.9950701888
id_138,37.1627482338
id_139,36.8124910899
id_140,44.5683596061
id_141,23.9466645168
id_142,31.1470170546
id_143,41.3865968213
id_144,38.9868102661
id_145,28.7968167692
id_146,49.5080011036
id_147,42.6113347177
id_148,55.0411455533
id_149,58.4818238484
id_150,46.8220183033
id_151,67.4267294039
id_152,52.6652579272
id_153,30.5633145701
id_154,51.5614674272
id_155,51.2661697499
id_156,38.9200357761
id_157,34.6260753368
id_158,38.9241445988
id_159,43.980666716
id_160,59.0977548327
id_161,30.5952723854
id_162,38.7208297558
id_163,31.6642947386
id_164,29.3883015651
id_165,50.9140381151
id_166,45.2482890814
id_167,48.0537915067
id_168,67.1291037152
id_169,60.8870892313
id_170,39.3304580602
id_171,43.4741600609
id_172,51.4460349241
id_173,31.1825516081
id_174,62.9975940025
id_175,47.7474128534
id_176,35.2255512148
id_177,58.0279028704
id_178,53.7239051134
id_179,56.284841883
id_180,32.0307204872
id_181,34.4291797343
id_182,59.4087270054
id_183,44.903300743
id_184,19.4105190317
id_185,32.5009064507
id_186,48.5539712242
id_187,33.144532521
id_188,42.3426828144
id_189,31.0863297595
id_190,24.7963628374
id_191,19.9906491517
id_192,33.1316208726
id_193,53.5302911334
id_194,47.9269441189
id_195,39.0173997214
id_196,62.8867970618
id_197,21.842384067
id_198,41.6610581268
id_199,63.2863489321
id_200,52.5454688878
id_201,45.2968875683
id_202,41.1296412777
id_203,22.2328323375
id_204,65.8764913127
id_205,37.5847434448
id_206,22.817377583
id_207,39.4091505996
id_208,55.1999063286
id_209,28.9521774405
id_210,31.2276825686
id_211,62.6570081896
id_212,29.6398796548
id_213,41.4793076092
id_214,40.4528608803
id_215,72.9083397432
id_216,46.9691740293
id_217,55.0255906611
id_218,43.3895536388
id_219,35.3530800042
id_220,27.7240478705
id_221,64.1606466506
id_222,26.3385615216
id_223,48.9498439057
id_224,23.8296795963
id_225,25.6273471655
id_226,27.9357619201
id_227,34.1325197597
id_228,35.0424010459
id_229,24.7301505367
id_230,31.9258134134
id_231,37.3148045579
id_232,38.7234758824
id_233,28.8603563112
id_234,36.0308081696
id_235,45.9514085788
id_236,26.2336977058
id_237,26.1218015431
id_238,28.6895695801
id_239,29.9848418229
